timestamp,scan_number,ch_00,ch_01,ch_02,ch_03,ch_04,system_file,system_id
2025-11-25 15:48:47.912,614,582.145472,747.073108,197.935832,314.301641,247.241698,biomass\25112025.csv,25112025
2025-11-25 15:48:57.912,615,581.049742,748.111782,212.107995,366.678826,237.230656,biomass\25112025.csv,25112025
2025-11-25 15:49:07.912,616,579.71092,633.661159,201.187883,321.678072,256.744007,biomass\25112025.csv,25112025
2025-11-25 15:49:17.912,617,578.312556,605.143108,210.893495,334.843821,260.754554,biomass\25112025.csv,25112025
2025-11-25 15:49:27.912,618,576.801962,630.795687,231.4046,338.75525,260.262796,biomass\25112025.csv,25112025
2025-11-25 15:49:37.912,619,575.312975,636.971481,216.537647,327.916783,265.6714,biomass\25112025.csv,25112025
2025-11-25 15:49:47.912,620,573.7051,526.61476,215.289208,335.420085,278.929513,biomass\25112025.csv,25112025
2025-11-25 15:49:57.912,621,570.899325,549.581381,224.691543,360.090989,278.729897,biomass\25112025.csv,25112025
2025-11-25 15:50:07.912,622,567.541719,574.445218,225.457468,337.854957,280.825208,biomass\25112025.csv,25112025
2025-11-25 15:50:17.912,623,564.058148,539.305014,231.786411,338.187084,287.115088,biomass\25112025.csv,25112025
2025-11-25 15:50:27.912,624,560.732816,530.618351,230.418266,343.068999,298.140047,biomass\25112025.csv,25112025
2025-11-25 15:50:37.912,625,557.801615,584.672647,239.14756,366.788566,303.560612,biomass\25112025.csv,25112025
2025-11-25 15:50:47.912,626,555.398754,521.465086,237.572143,354.728107,299.008745,biomass\25112025.csv,25112025
2025-11-25 15:50:57.912,627,552.88395,542.395106,237.655929,338.331302,303.848529,biomass\25112025.csv,25112025
2025-11-25 15:51:07.950,628,550.657942,539.927484,245.700073,357.74248,314.673119,biomass\25112025.csv,25112025
2025-11-25 15:51:17.912,629,548.524371,569.570316,250.373462,357.562127,311.156499,biomass\25112025.csv,25112025
2025-11-25 15:51:27.912,630,547.070789,576.119211,249.446764,341.065946,298.244751,biomass\25112025.csv,25112025
2025-11-25 15:51:37.912,631,545.60726,570.752178,253.787299,335.660693,298.556406,biomass\25112025.csv,25112025
2025-11-25 15:51:47.912,632,544.442159,565.988831,253.992096,317.849242,287.756638,biomass\25112025.csv,25112025
2025-11-25 15:51:57.912,633,542.9295,548.398771,257.686788,305.886379,285.155248,biomass\25112025.csv,25112025
2025-11-25 15:52:07.912,634,541.879317,562.43253,258.248267,293.029534,281.52621,biomass\25112025.csv,25112025
2025-11-25 15:52:17.912,635,540.826607,577.23094,261.938474,289.222427,277.766115,biomass\25112025.csv,25112025
2025-11-25 15:52:27.912,636,539.828351,573.176231,266.802851,288.394128,284.296133,biomass\25112025.csv,25112025
2025-11-25 15:52:37.912,637,538.941813,582.511841,268.034705,289.470719,286.367256,biomass\25112025.csv,25112025
2025-11-25 15:52:47.912,638,538.441004,587.174376,276.121805,292.395069,288.935167,biomass\25112025.csv,25112025
2025-11-25 15:52:57.912,639,538.092572,597.162776,278.80298,295.762771,291.553774,biomass\25112025.csv,25112025
2025-11-25 15:53:07.912,640,537.723748,592.309788,280.106036,298.709395,295.853419,biomass\25112025.csv,25112025
2025-11-25 15:53:17.912,641,537.558338,600.616708,285.506971,300.634008,296.124679,biomass\25112025.csv,25112025
2025-11-25 15:53:27.912,642,537.354327,619.370254,288.56106,305.257712,302.346912,biomass\25112025.csv,25112025
2025-11-25 15:53:37.912,643,537.058186,595.03001,292.058401,304.871362,302.550424,biomass\25112025.csv,25112025
2025-11-25 15:53:47.912,644,537.6214,604.089894,293.448432,303.394137,305.466478,biomass\25112025.csv,25112025
2025-11-25 15:53:57.912,645,537.719505,611.861461,295.920014,307.299864,305.159226,biomass\25112025.csv,25112025
2025-11-25 15:54:07.912,646,538.087262,607.281003,299.415903,306.835071,310.341124,biomass\25112025.csv,25112025
2025-11-25 15:54:17.912,647,538.398966,604.974049,301.204804,306.756315,308.956926,biomass\25112025.csv,25112025
2025-11-25 15:54:27.912,648,538.855962,597.100514,306.697067,303.9884,310.25311,biomass\25112025.csv,25112025
2025-11-25 15:54:37.912,649,539.408305,616.3649,307.79644,309.705697,313.161548,biomass\25112025.csv,25112025
2025-11-25 15:54:47.912,650,540.0476,608.306086,312.299014,306.792525,314.578963,biomass\25112025.csv,25112025
2025-11-25 15:54:57.912,651,540.717798,616.748329,314.627298,312.328399,314.893632,biomass\25112025.csv,25112025
2025-11-25 15:55:07.912,652,541.743884,607.142619,317.103097,307.035493,316.305845,biomass\25112025.csv,25112025
2025-11-25 15:55:17.912,653,542.437891,613.907318,319.837427,300.394525,314.678663,biomass\25112025.csv,25112025
